2020-02-21,192.168.57.220,uid44263,shenzhen,www.360.com,comment
2020-02-21,192.168.57.220,uid44263,shenzhen,www.qq.com,register
2020-02-21,192.168.57.220,uid44263,shenzhen,www.taobao.com,jump
2020-02-21,192.168.57.220,uid44263,shenzhen,www.taobao.com,view
2020-02-21,192.168.57.220,uid44263,shenzhen,www.taobao.com,comment
2020-02-21,192.168.57.220,uid44263,shenzhen,www.taobao.com,login
2020-02-21,192.168.43.219,uid32166,shenzhen,www.qq.com,jump
2020-02-21,192.168.43.219,uid32166,shenzhen,www.360.com,jump
2020-02-21,192.168.43.219,uid32166,shenzhen,www.baidu.com,register
2020-02-21,192.168.43.219,uid32166,shenzhen,www.xiaomi.com,logout
2020-02-21,192.168.33.30,uid19056,shenzhen,www.xiaomi.com,register
2020-02-21,192.168.33.30,uid19056,shenzhen,www.dangdang.com,register
2020-02-21,192.168.33.30,uid19056,shenzhen,www.qq.com,register
2020-02-21,192.168.33.30,uid19056,shenzhen,www.xiaomi.com,jump
2020-02-21,192.168.33.30,uid19056,shenzhen,www.qq.com,comment
2020-02-21,192.168.33.30,uid19056,shenzhen,www.dangdang.com,view
2020-02-21,192.168.33.30,uid19056,shenzhen,www.dangdang.com,comment
2020-02-21,192.168.33.30,uid19056,shenzhen,www.dangdang.com,comment
2020-02-21,192.168.33.30,uid19056,shenzhen,www.taobao.com,login
2020-02-21,192.168.33.30,uid19056,shenzhen,www.xiaomi.com,view
2020-02-21,192.168.125.144,uid03659,shenzhen,www.qq.com,buy
2020-02-21,192.168.125.144,uid03659,shenzhen,www.dangdang.com,buy
2020-02-21,192.168.125.144,uid03659,shenzhen,www.xiaomi.com,buy
2020-02-21,192.168.125.144,uid03659,shenzhen,www.taobao.com,login
2020-02-21,192.168.125.144,uid03659,shenzhen,www.taobao.com,buy
2020-02-21,192.168.125.144,uid03659,shenzhen,www.qq.com,buy
2020-02-21,192.168.125.144,uid03659,shenzhen,www.xiaomi.com,logout
2020-02-21,192.168.125.144,uid03659,shenzhen,www.taobao.com,view
2020-02-21,192.168.125.144,uid03659,shenzhen,www.jd.com,register
2020-02-21,192.168.145.237,uid63791,shenzhen,www.taobao.com,comment
2020-02-21,192.168.145.237,uid63791,shenzhen,www.jd.com,jump
2020-02-21,192.168.145.237,uid63791,shenzhen,www.xiaomi.com,view
2020-02-21,192.168.145.237,uid63791,shenzhen,www.xiaomi.com,jump
2020-02-21,192.168.145.237,uid63791,shenzhen,www.baidu.com,login
2020-02-21,192.168.145.237,uid63791,shenzhen,www.360.com,login
2020-02-21,192.168.145.237,uid63791,shenzhen,www.360.com,comment
2020-02-21,192.168.145.237,uid63791,shenzhen,www.jd.com,jump
2020-02-21,192.168.145.237,uid63791,shenzhen,www.360.com,comment
2020-02-21,192.168.209.3,uid06573,shanghai,www.taobao.com,login
2020-02-21,192.168.61.29,uid08647,shandong,www.baidu.com,view
2020-02-21,192.168.61.29,uid08647,shandong,www.360.com,login
2020-02-21,192.168.61.29,uid08647,shandong,www.baidu.com,logout
2020-02-21,192.168.61.29,uid08647,shandong,www.xiaomi.com,logout
2020-02-21,192.168.69.170,uid27327,beijing,www.qq.com,register
2020-02-21,192.168.69.170,uid27327,beijing,www.xiaomi.com,view
2020-02-21,192.168.69.170,uid27327,beijing,www.xiaomi.com,buy
2020-02-21,192.168.69.170,uid27327,beijing,www.qq.com,comment
2020-02-21,192.168.69.170,uid27327,beijing,www.baidu.com,jump
2020-02-21,192.168.69.170,uid27327,beijing,www.baidu.com,view
2020-02-21,192.168.69.170,uid27327,beijing,www.dangdang.com,buy
2020-02-21,192.168.69.170,uid27327,beijing,www.jd.com,view
2020-02-21,192.168.117.253,uid67241,beijing,www.taobao.com,buy
2020-02-21,192.168.117.253,uid67241,beijing,www.baidu.com,view
2020-02-21,192.168.117.253,uid67241,beijing,www.baidu.com,register
2020-02-21,192.168.117.253,uid67241,beijing,www.baidu.com,login
2020-02-21,192.168.117.253,uid67241,beijing,www.taobao.com,logout
2020-02-21,192.168.117.253,uid67241,beijing,www.dangdang.com,buy
2020-02-21,192.168.117.253,uid67241,beijing,www.dangdang.com,logout
2020-02-21,192.168.117.253,uid67241,beijing,www.taobao.com,login
2020-02-21,192.168.117.253,uid67241,beijing,www.dangdang.com,register
2020-02-21,192.168.117.253,uid67241,beijing,www.jd.com,logout
2020-02-21,192.168.171.162,uid16049,beijing,www.dangdang.com,buy
2020-02-21,192.168.171.162,uid16049,beijing,www.xiaomi.com,logout
2020-02-21,192.168.171.162,uid16049,beijing,www.xiaomi.com,buy
2020-02-21,192.168.171.162,uid16049,beijing,www.xiaomi.com,login
2020-02-21,192.168.171.162,uid16049,beijing,www.taobao.com,logout
2020-02-21,192.168.171.162,uid16049,beijing,www.dangdang.com,comment
2020-02-21,192.168.171.162,uid16049,beijing,www.dangdang.com,jump
2020-02-21,192.168.171.162,uid16049,beijing,www.360.com,comment
2020-02-21,192.168.171.162,uid16049,beijing,www.xiaomi.com,login
2020-02-21,192.168.171.162,uid16049,beijing,www.dangdang.com,register
2020-02-21,192.168.175.105,uid40787,shenzhen,www.dangdang.com,register
2020-02-21,192.168.175.105,uid40787,shenzhen,www.jd.com,view
2020-02-21,192.168.175.105,uid40787,shenzhen,www.dangdang.com,logout
2020-02-21,192.168.175.105,uid40787,shenzhen,www.360.com,jump
